Id,firstName,lastName,salary,managerId
917,Jane,Doe,45742,690
918,John,Johnson,58014,882
919,Emma,Anderson,51553,244
920,John,Anderson,56908,846
921,Tom,Brown,58560,176
922,Jane,Smith,50295,566
923,Bob,Taylor,44881,638
924,Emma,Taylor,51382,605
925,Bob,Johnson,58599,206
926,Emma,Smith,50854,104
927,Tom,Brown,41598,133
928,John,Anderson,52017,918
929,Tom,Smith,59676,334
930,Jane,Brown,52585,177
931,Tom,Johnson,56804,33
932,Emma,Taylor,55140,448
933,Tom,Doe,49791,860
934,Jane,Doe,45445,469
935,Bob,Anderson,43422,848
936,Jane,Brown,46666,726
937,Emma,Anderson,55203,143
938,John,Johnson,56479,478
939,Alice,Doe,40689,738
940,Bob,Johnson,58799,635
941,Emma,Taylor,57838,483
942,Emma,Brown,41353,658
943,Tom,Smith,54977,267
944,Alice,Smith,45854,489
945,Tom,Johnson,45748,845
946,Emma,Brown,51119,311
947,Bob,Taylor,49208,283
948,Tom,Brown,43626,332
949,Alice,Doe,44381,439
950,Alice,Smith,57882,94
951,Jane,Anderson,55769,509
952,Bob,Taylor,49461,57
953,Emma,Anderson,42441,659
954,John,Smith,52906,561
955,Alice,Anderson,56576,486
956,Emma,Taylor,45889,824
957,Jane,Smith,58380,427
958,John,Doe,50335,124
959,Jane,Smith,44950,573
960,Jane,Brown,46529,175
961,John,Taylor,58142,428
962,Emma,Doe,56867,237
963,Tom,Johnson,53137,263
964,John,Smith,44320,262
965,Bob,Taylor,53971,64
966,John,Doe,51410,74
967,Alice,Taylor,41205,526
968,Emma,Smith,41788,52
969,John,Doe,40317,417
970,John,Johnson,52181,504
971,Alice,Smith,50399,518
972,Bob,Doe,49186,825
973,Alice,Johnson,47012,912
974,Jane,Anderson,58269,563
975,Alice,Doe,53990,831
976,Bob,Smith,55405,350
977,Emma,Doe,43809,925
978,Emma,Johnson,45906,39
979,Tom,Taylor,49831,858
980,John,Smith,51275,72
981,Bob,Anderson,48218,732
982,Jane,Taylor,49259,369
983,John,Taylor,40346,538
984,Jane,Taylor,49745,745
985,Jane,Taylor,56626,237
986,John,Brown,44260,98
987,Jane,Taylor,55511,755
988,Alice,Taylor,59669,831
989,Alice,Doe,59816,65
990,Emma,Brown,52802,909
991,John,Doe,58434,321
992,Emma,Doe,52655,322
993,Bob,Brown,54327,822
994,Tom,Smith,40509,869
995,Tom,Anderson,51220,138
996,Bob,Smith,50465,540
997,Alice,Smith,56351,955
998,Bob,Smith,44859,256
999,Bob,Anderson,45600,18
1000,Bob,Doe,43853,466
